augmented_id,parent_spectrum_id,parent_group,model_label,major_category,subtype_label,source_type,split_main,repository_file,random_seed,augmentation_parameters_json
PARENT_0274__AUG_0104,PARENT_0274,RRUFF database__X050080.4,Olivine,Olivine,Forsterite,RRUFF database,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0274__AUG_0104.csv,2024,"{""band_envelope_intensity_perturbations"": [{""amplitude"": -0.07553306887129102, ""center_cm-1"": 229.02834799608996, ""sigma_cm-1"": 9.743480990814593}, {""amplitude"": 0.05231156577477124, ""center_cm-1"": 305.1026392961877, ""sigma_cm-1"": 8.284153584375442}, {""amplitude"": -0.013401268123289914, ""center_cm-1"": 330.1270772238514, ""sigma_cm-1"": 8.214872382402538}, {""amplitude"": -0.00594135808180303, ""center_cm-1"": 435.2297165200391, ""sigma_cm-1"": 7.38411422828506}, {""amplitude"": 0.01859292439336936, ""center_cm-1"": 545.3372434017595, ""sigma_cm-1"": 4.523082944542837}, {""amplitude"": -0.05669643900978505, ""center_cm-1"": 609.3998044965787, ""sigma_cm-1"": 7.5023813205066645}, {""amplitude"": -0.012236328901269203, ""center_cm-1"": 824.6099706744868, ""sigma_cm-1"": 4.918779941099666}, {""amplitude"": 0.02755629294066228, ""center_cm-1"": 856.6412512218964, ""sigma_cm-1"": 7.999461462196286}, {""amplitude"": 0.017209516748522613, ""center_cm-1"": 964.7468230694036, ""sigma_cm-1"": 5.3197772940498185}], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [0.015205260065496336, -0.029413912224262248, 0.024258155070177756], ""detected_band_count"": 9, ""detected_band_positions_cm-1"": [229.02834799608996, 305.1026392961877, 330.1270772238514, 435.2297165200391, 545.3372434017595, 609.3998044965787, 824.6099706744868, 856.6412512218964, 964.7468230694036], ""gaussian_noise_sigma_normalized"": 0.0114423648970821, ""intensity_gamma"": 1.2199461368840725, ""symmetric_broadening_alpha"": 0.4228024340988646, ""weak_band_attenuation_windows"": []}"
PARENT_0259__AUG_0105,PARENT_0259,RRUFF database__R100103,Olivine,Olivine,Fayalite,RRUFF database,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0259__AUG_0105.csv,2024,"{""band_envelope_intensity_perturbations"": [], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [0.0, 0.0, 0.0], ""detected_band_count"": 8, ""detected_band_positions_cm-1"": [240.039100684262, 290.0879765395895, 371.1671554252199, 508.3010752688172, 552.3440860215054, 814.6001955034213, 836.6217008797654, 899.683284457478], ""gaussian_noise_sigma_normalized"": 0.010662686879172814, ""intensity_gamma"": 1.065426467287625, ""symmetric_broadening_alpha"": 0.0, ""weak_band_attenuation_windows"": []}"
PARENT_0292__AUG_0106,PARENT_0292,RRUFF database__R100101,Olivine,Olivine,Forsterite,RRUFF database,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0292__AUG_0106.csv,2024,"{""band_envelope_intensity_perturbations"": [], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [0.0, 0.0, 0.0], ""detected_band_count"": 4, ""detected_band_positions_cm-1"": [823.6089931573803, 855.6402737047898, 919.702834799609, 960.7429130009776], ""gaussian_noise_sigma_normalized"": 0.0061107526891807365, ""intensity_gamma"": 0.9744391474736828, ""symmetric_broadening_alpha"": 0.0, ""weak_band_attenuation_windows"": []}"
PARENT_0282__AUG_0107,PARENT_0282,RRUFF database__X050090.4,Olivine,Olivine,Forsterite,RRUFF database,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0282__AUG_0107.csv,2024,"{""band_envelope_intensity_perturbations"": [], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [0.019520941477293087, 0.04599063301120122, -0.03255749859726755], ""detected_band_count"": 6, ""detected_band_positions_cm-1"": [314.11143695014664, 422.217008797654, 819.6050830889541, 852.6373411534702, 953.7360703812316, 1120.8993157380255], ""gaussian_noise_sigma_normalized"": 0.008433179100055716, ""intensity_gamma"": 0.777142672130343, ""symmetric_broadening_alpha"": 0.514444001412161, ""weak_band_attenuation_windows"": []}"
PARENT_0921__AUG_0108,PARENT_0921,Lab-acquired DUV spectra__DUV-Forsterite1,Olivine,Olivine,Forsterite,Lab-acquired DUV spectra,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0921__AUG_0108.csv,2024,"{""band_envelope_intensity_perturbations"": [], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [0.0012007752035920803, -0.011649183396214322, -9.026336716734831e-05], ""detected_band_count"": 12, ""detected_band_positions_cm-1"": [437.0, 843.0, 1197.0, 1477.0, 1498.0, 1511.0, 2156.0, 2420.0, 2993.0, 3192.0, 3286.0, 3332.0], ""gaussian_noise_sigma_normalized"": 0.014974733910250743, ""intensity_gamma"": 0.9487137558170634, ""symmetric_broadening_alpha"": 0.0, ""weak_band_attenuation_windows"": []}"
PARENT_0269__AUG_0109,PARENT_0269,RRUFF database__R040057,Olivine,Olivine,Forsterite,RRUFF database,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0269__AUG_0109.csv,2024,"{""band_envelope_intensity_perturbations"": [], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [0.007830202435255429, -0.02000944101483255, -0.007493817308555584], ""detected_band_count"": 5, ""detected_band_positions_cm-1"": [299.0967741935484, 600.3910068426197, 820.6060606060606, 852.6373411534702, 956.7390029325512], ""gaussian_noise_sigma_normalized"": 0.0, ""intensity_gamma"": 1.3469640166500032, ""symmetric_broadening_alpha"": 0.0, ""weak_band_attenuation_windows"": []}"
PARENT_0292__AUG_0110,PARENT_0292,RRUFF database__R100101,Olivine,Olivine,Forsterite,RRUFF database,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0292__AUG_0110.csv,2024,"{""band_envelope_intensity_perturbations"": [], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [0.0, 0.0, 0.0], ""detected_band_count"": 4, ""detected_band_positions_cm-1"": [823.6089931573803, 855.6402737047898, 919.702834799609, 960.7429130009776], ""gaussian_noise_sigma_normalized"": 0.02317749166549148, ""intensity_gamma"": 1.3022886023001072, ""symmetric_broadening_alpha"": 0.42989215528791047, ""weak_band_attenuation_windows"": []}"
PARENT_0275__AUG_0111,PARENT_0275,RRUFF database__X050081,Olivine,Olivine,Forsterite,RRUFF database,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0275__AUG_0111.csv,2024,"{""band_envelope_intensity_perturbations"": [], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [-0.003138333374348442, 0.016814092162940643, 0.002935684860648927], ""detected_band_count"": 7, ""detected_band_positions_cm-1"": [302.09970674486806, 437.2316715542522, 605.3958944281525, 822.6080156402737, 854.6392961876833, 880.6647116324535, 960.7429130009776], ""gaussian_noise_sigma_normalized"": 0.021430030910751765, ""intensity_gamma"": 1.0479081262702437, ""symmetric_broadening_alpha"": 0.0, ""weak_band_attenuation_windows"": []}"
PARENT_0269__AUG_0112,PARENT_0269,RRUFF database__R040057,Olivine,Olivine,Forsterite,RRUFF database,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0269__AUG_0112.csv,2024,"{""band_envelope_intensity_perturbations"": [], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [0.02047908184955915, -0.04918263163468974, -0.004934109192455201], ""detected_band_count"": 5, ""detected_band_positions_cm-1"": [299.0967741935484, 600.3910068426197, 820.6060606060606, 852.6373411534702, 956.7390029325512], ""gaussian_noise_sigma_normalized"": 0.009917861459110413, ""intensity_gamma"": 1.0, ""symmetric_broadening_alpha"": 0.0, ""weak_band_attenuation_windows"": []}"
PARENT_0921__AUG_0113,PARENT_0921,Lab-acquired DUV spectra__DUV-Forsterite1,Olivine,Olivine,Forsterite,Lab-acquired DUV spectra,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0921__AUG_0113.csv,2024,"{""band_envelope_intensity_perturbations"": [], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [0.0, 0.0, 0.0], ""detected_band_count"": 12, ""detected_band_positions_cm-1"": [437.0, 843.0, 1197.0, 1477.0, 1498.0, 1511.0, 2156.0, 2420.0, 2993.0, 3192.0, 3286.0, 3332.0], ""gaussian_noise_sigma_normalized"": 0.022274857311656102, ""intensity_gamma"": 1.0, ""symmetric_broadening_alpha"": 0.0, ""weak_band_attenuation_windows"": []}"
PARENT_0289__AUG_0114,PARENT_0289,RRUFF database__R100099,Olivine,Olivine,Forsterite,RRUFF database,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0289__AUG_0114.csv,2024,"{""band_envelope_intensity_perturbations"": [{""amplitude"": -0.02684550677965053, ""center_cm-1"": 305.1026392961877, ""sigma_cm-1"": 5.07593877578537}, {""amplitude"": 0.01943058952142261, ""center_cm-1"": 608.3988269794721, ""sigma_cm-1"": 6.853378723556171}, {""amplitude"": -0.05505200949401344, ""center_cm-1"": 825.6109481915934, ""sigma_cm-1"": 4.677473717882635}, {""amplitude"": -0.0256355761515022, ""center_cm-1"": 857.6422287390029, ""sigma_cm-1"": 9.00178183754798}, {""amplitude"": 0.0008551323305553832, ""center_cm-1"": 1176.9540566959922, ""sigma_cm-1"": 8.126188374791354}, {""amplitude"": -0.07178192088104027, ""center_cm-1"": 1215.9921798631476, ""sigma_cm-1"": 5.254189256487458}], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [0.030897727896523477, 0.020727684007884602, -0.005964057578807009], ""detected_band_count"": 6, ""detected_band_positions_cm-1"": [305.1026392961877, 608.3988269794721, 825.6109481915934, 857.6422287390029, 1176.9540566959922, 1215.9921798631476], ""gaussian_noise_sigma_normalized"": 0.0, ""intensity_gamma"": 1.1782885449542284, ""symmetric_broadening_alpha"": 0.5697901962465045, ""weak_band_attenuation_windows"": []}"
PARENT_0831__AUG_0115,PARENT_0831,Lab-acquired DUV spectra__DUV-Fayalite,Olivine,Olivine,Fayalite,Lab-acquired DUV spectra,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0831__AUG_0115.csv,2024,"{""band_envelope_intensity_perturbations"": [{""amplitude"": 0.07471517067129159, ""center_cm-1"": 986.03416, ""sigma_cm-1"": 8.890894341671478}, {""amplitude"": 0.042704591813918905, ""center_cm-1"": 1435.23807, ""sigma_cm-1"": 5.215493727497492}, {""amplitude"": -0.07940106146190035, ""center_cm-1"": 1508.29199, ""sigma_cm-1"": 7.834719794825776}, {""amplitude"": 0.008796603026361344, ""center_cm-1"": 1554.92216, ""sigma_cm-1"": 6.139799181627397}, {""amplitude"": 0.05702665263955996, ""center_cm-1"": 1780.30128, ""sigma_cm-1"": 8.308570084171766}, {""amplitude"": -0.06951335201214866, ""center_cm-1"": 2327.42853, ""sigma_cm-1"": 4.586779492017877}, {""amplitude"": 0.00188993722723238, ""center_cm-1"": 2328.98287, ""sigma_cm-1"": 8.408932335320369}, {""amplitude"": -0.026411733972180988, ""center_cm-1"": 2330.53721, ""sigma_cm-1"": 8.260239931628496}, {""amplitude"": 0.004221124665162196, ""center_cm-1"": 2332.09155, ""sigma_cm-1"": 9.529133511754102}, {""amplitude"": -0.07079253438307052, ""center_cm-1"": 2339.86324, ""sigma_cm-1"": 6.551833962837322}, {""amplitude"": -0.04765149709363522, ""center_cm-1"": 2496.85146, ""sigma_cm-1"": 8.189312645231762}, {""amplitude"": 0.019752077289100126, ""center_cm-1"": 3174.54317, ""sigma_cm-1"": 5.34634058839879}], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [0.0, 0.0, 0.0], ""detected_band_count"": 12, ""detected_band_positions_cm-1"": [986.03416, 1435.23807, 1508.29199, 1554.92216, 1780.30128, 2327.42853, 2328.98287, 2330.53721, 2332.09155, 2339.86324, 2496.85146, 3174.54317], ""gaussian_noise_sigma_normalized"": 0.007604907851094913, ""intensity_gamma"": 1.1645095442553166, ""symmetric_broadening_alpha"": 0.5640196627102356, ""weak_band_attenuation_windows"": []}"
PARENT_0264__AUG_0116,PARENT_0264,RRUFF database__R040018,Olivine,Olivine,Forsterite,RRUFF database,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0264__AUG_0116.csv,2024,"{""band_envelope_intensity_perturbations"": [], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [0.0, 0.0, 0.0], ""detected_band_count"": 8, ""detected_band_positions_cm-1"": [221.02052785923755, 301.0987292277615, 429.2238514173998, 584.375366568915, 822.6080156402737, 853.6383186705767, 918.7018572825024, 958.7409579667644], ""gaussian_noise_sigma_normalized"": 0.007777029173519497, ""intensity_gamma"": 0.969086226193971, ""symmetric_broadening_alpha"": 0.0, ""weak_band_attenuation_windows"": [{""factor"": 0.7716425740324478, ""index_start"": 322, ""index_stop"": 352}, {""factor"": 0.8518336828756036, ""index_start"": 362, ""index_stop"": 420}]}"
PARENT_0264__AUG_0117,PARENT_0264,RRUFF database__R040018,Olivine,Olivine,Forsterite,RRUFF database,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0264__AUG_0117.csv,2024,"{""band_envelope_intensity_perturbations"": [], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [0.0, 0.0, 0.0], ""detected_band_count"": 8, ""detected_band_positions_cm-1"": [221.02052785923755, 301.0987292277615, 429.2238514173998, 584.375366568915, 822.6080156402737, 853.6383186705767, 918.7018572825024, 958.7409579667644], ""gaussian_noise_sigma_normalized"": 0.0, ""intensity_gamma"": 0.7717840456686907, ""symmetric_broadening_alpha"": 0.0, ""weak_band_attenuation_windows"": []}"
PARENT_0276__AUG_0118,PARENT_0276,RRUFF database__X050082,Olivine,Olivine,Forsterite,RRUFF database,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0276__AUG_0118.csv,2024,"{""band_envelope_intensity_perturbations"": [], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [0.0, 0.0, 0.0], ""detected_band_count"": 9, ""detected_band_positions_cm-1"": [222.0215053763441, 302.09970674486806, 327.12414467253177, 542.3343108504398, 589.3802541544477, 822.6080156402737, 854.6392961876833, 918.7018572825024, 959.741935483871], ""gaussian_noise_sigma_normalized"": 0.007428379695423537, ""intensity_gamma"": 1.1128443463003275, ""symmetric_broadening_alpha"": 0.0, ""weak_band_attenuation_windows"": []}"
PARENT_0263__AUG_0119,PARENT_0263,RRUFF database__R040018,Olivine,Olivine,Forsterite,RRUFF database,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0263__AUG_0119.csv,2024,"{""band_envelope_intensity_perturbations"": [], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [0.0004873100848513092, -0.0035360244871326238, -0.00991642624579837], ""detected_band_count"": 5, ""detected_band_positions_cm-1"": [586.377321603128, 822.6080156402737, 854.6392961876833, 918.7018572825024, 958.7409579667644], ""gaussian_noise_sigma_normalized"": 0.016529010387228753, ""intensity_gamma"": 1.0, ""symmetric_broadening_alpha"": 0.0, ""weak_band_attenuation_windows"": []}"
PARENT_0835__AUG_0120,PARENT_0835,Lab-acquired DUV spectra__DUV-Forsterite,Olivine,Olivine,Forsterite,Lab-acquired DUV spectra,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0835__AUG_0120.csv,2024,"{""band_envelope_intensity_perturbations"": [], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [0.0, 0.0, 0.0], ""detected_band_count"": 1, ""detected_band_positions_cm-1"": [846.14367], ""gaussian_noise_sigma_normalized"": 0.022934037240467546, ""intensity_gamma"": 1.0, ""symmetric_broadening_alpha"": 0.41005395375121734, ""weak_band_attenuation_windows"": []}"
PARENT_0278__AUG_0121,PARENT_0278,RRUFF database__X050086,Olivine,Olivine,Forsterite,RRUFF database,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0278__AUG_0121.csv,2024,"{""band_envelope_intensity_perturbations"": [{""amplitude"": 0.024524939235096868, ""center_cm-1"": 302.09970674486806, ""sigma_cm-1"": 6.738045080296083}, {""amplitude"": 0.0021068020159319967, ""center_cm-1"": 436.23069403714567, ""sigma_cm-1"": 5.996665877789503}, {""amplitude"": 0.061529516260185504, ""center_cm-1"": 605.3958944281525, ""sigma_cm-1"": 8.433480551020928}, {""amplitude"": -0.0696929433493508, ""center_cm-1"": 822.6080156402737, ""sigma_cm-1"": 8.763657040079517}, {""amplitude"": -0.011833165945370844, ""center_cm-1"": 854.6392961876833, ""sigma_cm-1"": 8.764385146969106}, {""amplitude"": -0.07171283838788224, ""center_cm-1"": 880.6647116324535, ""sigma_cm-1"": 8.296001118547755}, {""amplitude"": 0.005605826356047908, ""center_cm-1"": 959.741935483871, ""sigma_cm-1"": 5.278435923104146}], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [0.0022448429052172795, -0.01066423003975126, -0.005660186893867127], ""detected_band_count"": 7, ""detected_band_positions_cm-1"": [302.09970674486806, 436.23069403714567, 605.3958944281525, 822.6080156402737, 854.6392961876833, 880.6647116324535, 959.741935483871], ""gaussian_noise_sigma_normalized"": 0.018101808530658153, ""intensity_gamma"": 1.0, ""symmetric_broadening_alpha"": 0.0, ""weak_band_attenuation_windows"": []}"
PARENT_0831__AUG_0122,PARENT_0831,Lab-acquired DUV spectra__DUV-Fayalite,Olivine,Olivine,Fayalite,Lab-acquired DUV spectra,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0831__AUG_0122.csv,2024,"{""band_envelope_intensity_perturbations"": [{""amplitude"": -0.028073431950397777, ""center_cm-1"": 986.03416, ""sigma_cm-1"": 8.452542332658954}, {""amplitude"": -0.013165231871815036, ""center_cm-1"": 1435.23807, ""sigma_cm-1"": 5.4878910444979425}, {""amplitude"": 0.04436997688372017, ""center_cm-1"": 1508.29199, ""sigma_cm-1"": 9.996788012405265}, {""amplitude"": 0.0002013997041744875, ""center_cm-1"": 1554.92216, ""sigma_cm-1"": 4.305315358090298}, {""amplitude"": 0.035482794439271825, ""center_cm-1"": 1780.30128, ""sigma_cm-1"": 7.773362864039182}, {""amplitude"": 0.051054448922138465, ""center_cm-1"": 2327.42853, ""sigma_cm-1"": 4.053405232079623}, {""amplitude"": -0.025583291739223565, ""center_cm-1"": 2328.98287, ""sigma_cm-1"": 4.6364705344447295}, {""amplitude"": 0.06183267905593383, ""center_cm-1"": 2330.53721, ""sigma_cm-1"": 6.67445856986927}, {""amplitude"": -0.01145310545197098, ""center_cm-1"": 2332.09155, ""sigma_cm-1"": 9.238458080792944}, {""amplitude"": 0.03576407638398836, ""center_cm-1"": 2339.86324, ""sigma_cm-1"": 7.089540448016419}, {""amplitude"": 0.04293684225244594, ""center_cm-1"": 2496.85146, ""sigma_cm-1"": 8.2229718282575}, {""amplitude"": -0.07939876192066804, ""center_cm-1"": 3174.54317, ""sigma_cm-1"": 5.9301213864163875}], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [0.0, 0.0, 0.0], ""detected_band_count"": 12, ""detected_band_positions_cm-1"": [986.03416, 1435.23807, 1508.29199, 1554.92216, 1780.30128, 2327.42853, 2328.98287, 2330.53721, 2332.09155, 2339.86324, 2496.85146, 3174.54317], ""gaussian_noise_sigma_normalized"": 0.010743948068702897, ""intensity_gamma"": 1.0, ""symmetric_broadening_alpha"": 0.0, ""weak_band_attenuation_windows"": []}"
